title,url,equipment,gender,muscle,slug,missing_angle,exercise_key
Corpse Pose,https://musclewiki.com/yoga/female/biceps/corpe-pose,yoga,female,biceps,corpe-pose,front,yoga|biceps|corpe-pose
Corpse Pose,https://musclewiki.com/yoga/female/biceps/corpe-pose,yoga,female,biceps,corpe-pose,side,yoga|biceps|corpe-pose
Bosu Ball Curl,https://musclewiki.com/bosu-ball/female/biceps/curl,bosu-ball,female,biceps,curl,front,bosu-ball|biceps|curl
Seated Ulnar Nerve Tensioner,https://musclewiki.com/recovery/male/shoulders/seated-ulnar-nerve-tensioner,recovery,male,shoulders,seated-ulnar-nerve-tensioner,front,recovery|shoulders|seated-ulnar-nerve-tensioner
Seated Ulnar Nerve Tensioner,https://musclewiki.com/recovery/male/shoulders/seated-ulnar-nerve-tensioner,recovery,male,shoulders,seated-ulnar-nerve-tensioner,side,recovery|shoulders|seated-ulnar-nerve-tensioner
Seated Ulnar Nerve Tensioner,https://musclewiki.com/recovery/female/shoulders/seated-ulnar-nerve-tensioner,recovery,female,shoulders,seated-ulnar-nerve-tensioner,front,recovery|shoulders|seated-ulnar-nerve-tensioner
Seated Ulnar Nerve Tensioner,https://musclewiki.com/recovery/female/shoulders/seated-ulnar-nerve-tensioner,recovery,female,shoulders,seated-ulnar-nerve-tensioner,side,recovery|shoulders|seated-ulnar-nerve-tensioner
Seated Ulnar Nerve Slider,https://musclewiki.com/recovery/male/shoulders/seated-ulnar-nerve-slider,recovery,male,shoulders,seated-ulnar-nerve-slider,front,recovery|shoulders|seated-ulnar-nerve-slider
Seated Ulnar Nerve Slider,https://musclewiki.com/recovery/male/shoulders/seated-ulnar-nerve-slider,recovery,male,shoulders,seated-ulnar-nerve-slider,side,recovery|shoulders|seated-ulnar-nerve-slider
Seated Ulnar Nerve Slider,https://musclewiki.com/recovery/female/shoulders/seated-ulnar-nerve-slider,recovery,female,shoulders,seated-ulnar-nerve-slider,front,recovery|shoulders|seated-ulnar-nerve-slider
Seated Ulnar Nerve Slider,https://musclewiki.com/recovery/female/shoulders/seated-ulnar-nerve-slider,recovery,female,shoulders,seated-ulnar-nerve-slider,side,recovery|shoulders|seated-ulnar-nerve-slider
Dumbbell Service Exercise,https://musclewiki.com/recovery/male/shoulders/dumbbell-service-exercise,recovery,male,shoulders,dumbbell-service-exercise,front,recovery|shoulders|dumbbell-service-exercise
Dumbbell Service Exercise,https://musclewiki.com/recovery/male/shoulders/dumbbell-service-exercise,recovery,male,shoulders,dumbbell-service-exercise,side,recovery|shoulders|dumbbell-service-exercise
Dumbbell Service Exercise,https://musclewiki.com/recovery/female/shoulders/dumbbell-service-exercise,recovery,female,shoulders,dumbbell-service-exercise,front,recovery|shoulders|dumbbell-service-exercise
Dumbbell Service Exercise,https://musclewiki.com/recovery/female/shoulders/dumbbell-service-exercise,recovery,female,shoulders,dumbbell-service-exercise,side,recovery|shoulders|dumbbell-service-exercise
Barbell High Pull,https://musclewiki.com/barbell/male/traps-middle/barbell-high-pull,barbell,male,traps-middle,barbell-high-pull,front,barbell|traps-middle|barbell-high-pull
Barbell High Pull,https://musclewiki.com/barbell/male/traps-middle/barbell-high-pull,barbell,male,traps-middle,barbell-high-pull,side,barbell|traps-middle|barbell-high-pull
Barbell High Pull,https://musclewiki.com/barbell/female/traps-middle/barbell-high-pull,barbell,female,traps-middle,barbell-high-pull,front,barbell|traps-middle|barbell-high-pull
Barbell High Pull,https://musclewiki.com/barbell/female/traps-middle/barbell-high-pull,barbell,female,traps-middle,barbell-high-pull,side,barbell|traps-middle|barbell-high-pull
Barbell Snatch Grip High Pull,https://musclewiki.com/barbell/male/traps-middle/barbell-snatch-grip-high-pull,barbell,male,traps-middle,barbell-snatch-grip-high-pull,front,barbell|traps-middle|barbell-snatch-grip-high-pull
Barbell Snatch Grip High Pull,https://musclewiki.com/barbell/male/traps-middle/barbell-snatch-grip-high-pull,barbell,male,traps-middle,barbell-snatch-grip-high-pull,side,barbell|traps-middle|barbell-snatch-grip-high-pull
Barbell Snatch Grip High Pull,https://musclewiki.com/barbell/female/traps-middle/barbell-snatch-grip-high-pull,barbell,female,traps-middle,barbell-snatch-grip-high-pull,front,barbell|traps-middle|barbell-snatch-grip-high-pull
Barbell Snatch Grip High Pull,https://musclewiki.com/barbell/female/traps-middle/barbell-snatch-grip-high-pull,barbell,female,traps-middle,barbell-snatch-grip-high-pull,side,barbell|traps-middle|barbell-snatch-grip-high-pull
Dumbbell Row Bilateral,https://musclewiki.com/dumbbells/male/traps-middle/dumbbell-row-bilateral,dumbbells,male,traps-middle,dumbbell-row-bilateral,front,dumbbells|traps-middle|dumbbell-row-bilateral
Dumbbell Row Bilateral,https://musclewiki.com/dumbbells/male/traps-middle/dumbbell-row-bilateral,dumbbells,male,traps-middle,dumbbell-row-bilateral,side,dumbbells|traps-middle|dumbbell-row-bilateral
Dumbbell Row Bilateral,https://musclewiki.com/dumbbells/female/traps-middle/dumbbell-row-bilateral,dumbbells,female,traps-middle,dumbbell-row-bilateral,front,dumbbells|traps-middle|dumbbell-row-bilateral
Dumbbell Row Bilateral,https://musclewiki.com/dumbbells/female/traps-middle/dumbbell-row-bilateral,dumbbells,female,traps-middle,dumbbell-row-bilateral,side,dumbbells|traps-middle|dumbbell-row-bilateral
Dumbbell Row Unilateral,https://musclewiki.com/dumbbells/male/traps-middle/dumbbell-row-unilateral,dumbbells,male,traps-middle,dumbbell-row-unilateral,front,dumbbells|traps-middle|dumbbell-row-unilateral
Dumbbell Row Unilateral,https://musclewiki.com/dumbbells/male/traps-middle/dumbbell-row-unilateral,dumbbells,male,traps-middle,dumbbell-row-unilateral,side,dumbbells|traps-middle|dumbbell-row-unilateral
Dumbbell Row Unilateral,https://musclewiki.com/dumbbells/female/traps-middle/dumbbell-row-unilateral,dumbbells,female,traps-middle,dumbbell-row-unilateral,front,dumbbells|traps-middle|dumbbell-row-unilateral
Dumbbell Row Unilateral,https://musclewiki.com/dumbbells/female/traps-middle/dumbbell-row-unilateral,dumbbells,female,traps-middle,dumbbell-row-unilateral,side,dumbbells|traps-middle|dumbbell-row-unilateral
Dumbbell Laying Silverback Shrug,https://musclewiki.com/dumbbells/male/traps-middle/dumbbell-laying-silverback-shrug,dumbbells,male,traps-middle,dumbbell-laying-silverback-shrug,front,dumbbells|traps-middle|dumbbell-laying-silverback-shrug
Dumbbell Laying Silverback Shrug,https://musclewiki.com/dumbbells/male/traps-middle/dumbbell-laying-silverback-shrug,dumbbells,male,traps-middle,dumbbell-laying-silverback-shrug,side,dumbbells|traps-middle|dumbbell-laying-silverback-shrug
Dumbbell Laying Silverback Shrug,https://musclewiki.com/dumbbells/female/traps-middle/dumbbell-laying-silverback-shrug,dumbbells,female,traps-middle,dumbbell-laying-silverback-shrug,front,dumbbells|traps-middle|dumbbell-laying-silverback-shrug
Dumbbell Laying Silverback Shrug,https://musclewiki.com/dumbbells/female/traps-middle/dumbbell-laying-silverback-shrug,dumbbells,female,traps-middle,dumbbell-laying-silverback-shrug,side,dumbbells|traps-middle|dumbbell-laying-silverback-shrug
Dumbbell Silverback Shrug,https://musclewiki.com/dumbbells/male/traps-middle/dumbbell-silverback-shrug,dumbbells,male,traps-middle,dumbbell-silverback-shrug,front,dumbbells|traps-middle|dumbbell-silverback-shrug
Dumbbell Silverback Shrug,https://musclewiki.com/dumbbells/male/traps-middle/dumbbell-silverback-shrug,dumbbells,male,traps-middle,dumbbell-silverback-shrug,side,dumbbells|traps-middle|dumbbell-silverback-shrug
Dumbbell Silverback Shrug,https://musclewiki.com/dumbbells/female/traps-middle/dumbbell-silverback-shrug,dumbbells,female,traps-middle,dumbbell-silverback-shrug,front,dumbbells|traps-middle|dumbbell-silverback-shrug
Dumbbell Silverback Shrug,https://musclewiki.com/dumbbells/female/traps-middle/dumbbell-silverback-shrug,dumbbells,female,traps-middle,dumbbell-silverback-shrug,side,dumbbells|traps-middle|dumbbell-silverback-shrug
Dumbbell Seated Rear Delt Row,https://musclewiki.com/dumbbells/male/traps-middle/dumbbell-seated-rear-delt-row,dumbbells,male,traps-middle,dumbbell-seated-rear-delt-row,front,dumbbells|traps-middle|dumbbell-seated-rear-delt-row
Dumbbell Seated Rear Delt Row,https://musclewiki.com/dumbbells/male/traps-middle/dumbbell-seated-rear-delt-row,dumbbells,male,traps-middle,dumbbell-seated-rear-delt-row,side,dumbbells|traps-middle|dumbbell-seated-rear-delt-row
Dumbbell Seated Rear Delt Row,https://musclewiki.com/dumbbells/female/traps-middle/dumbbell-seated-rear-delt-row,dumbbells,female,traps-middle,dumbbell-seated-rear-delt-row,front,dumbbells|traps-middle|dumbbell-seated-rear-delt-row
Dumbbell Seated Rear Delt Row,https://musclewiki.com/dumbbells/female/traps-middle/dumbbell-seated-rear-delt-row,dumbbells,female,traps-middle,dumbbell-seated-rear-delt-row,side,dumbbells|traps-middle|dumbbell-seated-rear-delt-row
Dumbbell Weighted Pull Ups,https://musclewiki.com/dumbbells/male/traps-middle/dumbbell-weighted-pull-ups,dumbbells,male,traps-middle,dumbbell-weighted-pull-ups,front,dumbbells|traps-middle|dumbbell-weighted-pull-ups
Dumbbell Weighted Pull Ups,https://musclewiki.com/dumbbells/male/traps-middle/dumbbell-weighted-pull-ups,dumbbells,male,traps-middle,dumbbell-weighted-pull-ups,side,dumbbells|traps-middle|dumbbell-weighted-pull-ups
Dumbbell Weighted Pull Ups,https://musclewiki.com/dumbbells/female/traps-middle/dumbbell-weighted-pull-ups,dumbbells,female,traps-middle,dumbbell-weighted-pull-ups,front,dumbbells|traps-middle|dumbbell-weighted-pull-ups
Dumbbell Weighted Pull Ups,https://musclewiki.com/dumbbells/female/traps-middle/dumbbell-weighted-pull-ups,dumbbells,female,traps-middle,dumbbell-weighted-pull-ups,side,dumbbells|traps-middle|dumbbell-weighted-pull-ups
Pull Ups,https://musclewiki.com/bodyweight/male/traps-middle/pull-ups,bodyweight,male,traps-middle,pull-ups,front,bodyweight|traps-middle|pull-ups
Pull Ups,https://musclewiki.com/bodyweight/male/traps-middle/pull-ups,bodyweight,male,traps-middle,pull-ups,side,bodyweight|traps-middle|pull-ups
Pull Ups,https://musclewiki.com/bodyweight/female/traps-middle/pull-ups,bodyweight,female,traps-middle,pull-ups,front,bodyweight|traps-middle|pull-ups
Pull Ups,https://musclewiki.com/bodyweight/female/traps-middle/pull-ups,bodyweight,female,traps-middle,pull-ups,side,bodyweight|traps-middle|pull-ups
Inverted Row,https://musclewiki.com/bodyweight/male/traps-middle/inverted-row,bodyweight,male,traps-middle,inverted-row,front,bodyweight|traps-middle|inverted-row
Inverted Row,https://musclewiki.com/bodyweight/male/traps-middle/inverted-row,bodyweight,male,traps-middle,inverted-row,side,bodyweight|traps-middle|inverted-row
Inverted Row,https://musclewiki.com/bodyweight/female/traps-middle/inverted-row,bodyweight,female,traps-middle,inverted-row,front,bodyweight|traps-middle|inverted-row
Inverted Row,https://musclewiki.com/bodyweight/female/traps-middle/inverted-row,bodyweight,female,traps-middle,inverted-row,side,bodyweight|traps-middle|inverted-row
Elevated Pike Press,https://musclewiki.com/bodyweight/male/traps-middle/elevated-pike-press,bodyweight,male,traps-middle,elevated-pike-press,front,bodyweight|traps-middle|elevated-pike-press
Elevated Pike Press,https://musclewiki.com/bodyweight/male/traps-middle/elevated-pike-press,bodyweight,male,traps-middle,elevated-pike-press,side,bodyweight|traps-middle|elevated-pike-press
Elevated Pike Press,https://musclewiki.com/bodyweight/female/traps-middle/elevated-pike-press,bodyweight,female,traps-middle,elevated-pike-press,front,bodyweight|traps-middle|elevated-pike-press
Elevated Pike Press,https://musclewiki.com/bodyweight/female/traps-middle/elevated-pike-press,bodyweight,female,traps-middle,elevated-pike-press,side,bodyweight|traps-middle|elevated-pike-press
Bodyweight Pike Press,https://musclewiki.com/bodyweight/male/traps-middle/bodyweight-pike-press,bodyweight,male,traps-middle,bodyweight-pike-press,front,bodyweight|traps-middle|bodyweight-pike-press
Bodyweight Pike Press,https://musclewiki.com/bodyweight/male/traps-middle/bodyweight-pike-press,bodyweight,male,traps-middle,bodyweight-pike-press,side,bodyweight|traps-middle|bodyweight-pike-press
Bodyweight Pike Press,https://musclewiki.com/bodyweight/female/traps-middle/bodyweight-pike-press,bodyweight,female,traps-middle,bodyweight-pike-press,front,bodyweight|traps-middle|bodyweight-pike-press
Bodyweight Pike Press,https://musclewiki.com/bodyweight/female/traps-middle/bodyweight-pike-press,bodyweight,female,traps-middle,bodyweight-pike-press,side,bodyweight|traps-middle|bodyweight-pike-press
Bodyweight Overhand Inverted Row,https://musclewiki.com/bodyweight/male/traps-middle/bodyweight-overhand-inverted-row,bodyweight,male,traps-middle,bodyweight-overhand-inverted-row,front,bodyweight|traps-middle|bodyweight-overhand-inverted-row
Bodyweight Overhand Inverted Row,https://musclewiki.com/bodyweight/male/traps-middle/bodyweight-overhand-inverted-row,bodyweight,male,traps-middle,bodyweight-overhand-inverted-row,side,bodyweight|traps-middle|bodyweight-overhand-inverted-row
Bodyweight Overhand Inverted Row,https://musclewiki.com/bodyweight/female/traps-middle/bodyweight-overhand-inverted-row,bodyweight,female,traps-middle,bodyweight-overhand-inverted-row,front,bodyweight|traps-middle|bodyweight-overhand-inverted-row
Bodyweight Overhand Inverted Row,https://musclewiki.com/bodyweight/female/traps-middle/bodyweight-overhand-inverted-row,bodyweight,female,traps-middle,bodyweight-overhand-inverted-row,side,bodyweight|traps-middle|bodyweight-overhand-inverted-row
Bodyweight Standing Inverted Row,https://musclewiki.com/bodyweight/male/traps-middle/bodyweight-standing-inverted-row,bodyweight,male,traps-middle,bodyweight-standing-inverted-row,front,bodyweight|traps-middle|bodyweight-standing-inverted-row
Bodyweight Standing Inverted Row,https://musclewiki.com/bodyweight/male/traps-middle/bodyweight-standing-inverted-row,bodyweight,male,traps-middle,bodyweight-standing-inverted-row,side,bodyweight|traps-middle|bodyweight-standing-inverted-row
Bodyweight Standing Inverted Row,https://musclewiki.com/bodyweight/female/traps-middle/bodyweight-standing-inverted-row,bodyweight,female,traps-middle,bodyweight-standing-inverted-row,front,bodyweight|traps-middle|bodyweight-standing-inverted-row
Bodyweight Standing Inverted Row,https://musclewiki.com/bodyweight/female/traps-middle/bodyweight-standing-inverted-row,bodyweight,female,traps-middle,bodyweight-standing-inverted-row,side,bodyweight|traps-middle|bodyweight-standing-inverted-row
L Sit Pull Up,https://musclewiki.com/bodyweight/male/traps-middle/l-sit-pull-up,bodyweight,male,traps-middle,l-sit-pull-up,front,bodyweight|traps-middle|l-sit-pull-up
L Sit Pull Up,https://musclewiki.com/bodyweight/male/traps-middle/l-sit-pull-up,bodyweight,male,traps-middle,l-sit-pull-up,side,bodyweight|traps-middle|l-sit-pull-up
L Sit Pull Up,https://musclewiki.com/bodyweight/female/traps-middle/l-sit-pull-up,bodyweight,female,traps-middle,l-sit-pull-up,front,bodyweight|traps-middle|l-sit-pull-up
L Sit Pull Up,https://musclewiki.com/bodyweight/female/traps-middle/l-sit-pull-up,bodyweight,female,traps-middle,l-sit-pull-up,side,bodyweight|traps-middle|l-sit-pull-up
Ring Pull Up,https://musclewiki.com/bodyweight/male/traps-middle/ring-pull-up,bodyweight,male,traps-middle,ring-pull-up,front,bodyweight|traps-middle|ring-pull-up
Ring Pull Up,https://musclewiki.com/bodyweight/male/traps-middle/ring-pull-up,bodyweight,male,traps-middle,ring-pull-up,side,bodyweight|traps-middle|ring-pull-up
Ring Pull Up,https://musclewiki.com/bodyweight/female/traps-middle/ring-pull-up,bodyweight,female,traps-middle,ring-pull-up,front,bodyweight|traps-middle|ring-pull-up
Ring Pull Up,https://musclewiki.com/bodyweight/female/traps-middle/ring-pull-up,bodyweight,female,traps-middle,ring-pull-up,side,bodyweight|traps-middle|ring-pull-up
Machine Plate Loaded Low Row,https://musclewiki.com/machine/male/traps-middle/machine-plate-loaded-low-row,machine,male,traps-middle,machine-plate-loaded-low-row,front,machine|traps-middle|machine-plate-loaded-low-row
Machine Plate Loaded Low Row,https://musclewiki.com/machine/male/traps-middle/machine-plate-loaded-low-row,machine,male,traps-middle,machine-plate-loaded-low-row,side,machine|traps-middle|machine-plate-loaded-low-row
Machine Plate Loaded Low Row,https://musclewiki.com/machine/female/traps-middle/machine-plate-loaded-low-row,machine,female,traps-middle,machine-plate-loaded-low-row,front,machine|traps-middle|machine-plate-loaded-low-row
Machine Plate Loaded Low Row,https://musclewiki.com/machine/female/traps-middle/machine-plate-loaded-low-row,machine,female,traps-middle,machine-plate-loaded-low-row,side,machine|traps-middle|machine-plate-loaded-low-row
Kettlebell Deadlift (Single),https://musclewiki.com/kettlebells/male/traps-middle/kettlebell-deadlift-single,kettlebells,male,traps-middle,kettlebell-deadlift-single,front,kettlebells|traps-middle|kettlebell-deadlift-single
Kettlebell Deadlift (Single),https://musclewiki.com/kettlebells/male/traps-middle/kettlebell-deadlift-single,kettlebells,male,traps-middle,kettlebell-deadlift-single,side,kettlebells|traps-middle|kettlebell-deadlift-single
Kettlebell Deadlift (Single),https://musclewiki.com/kettlebells/female/traps-middle/kettlebell-deadlift-single,kettlebells,female,traps-middle,kettlebell-deadlift-single,front,kettlebells|traps-middle|kettlebell-deadlift-single
Kettlebell Deadlift (Single),https://musclewiki.com/kettlebells/female/traps-middle/kettlebell-deadlift-single,kettlebells,female,traps-middle,kettlebell-deadlift-single,side,kettlebells|traps-middle|kettlebell-deadlift-single
Kettlebell Silverback Shrug (Single),https://musclewiki.com/kettlebells/male/traps-middle/kettlebell-silverback-shrug-single,kettlebells,male,traps-middle,kettlebell-silverback-shrug-single,front,kettlebells|traps-middle|kettlebell-silverback-shrug-single
Kettlebell Silverback Shrug (Single),https://musclewiki.com/kettlebells/male/traps-middle/kettlebell-silverback-shrug-single,kettlebells,male,traps-middle,kettlebell-silverback-shrug-single,side,kettlebells|traps-middle|kettlebell-silverback-shrug-single
Kettlebell Silverback Shrug (Single),https://musclewiki.com/kettlebells/female/traps-middle/kettlebell-silverback-shrug-single,kettlebells,female,traps-middle,kettlebell-silverback-shrug-single,front,kettlebells|traps-middle|kettlebell-silverback-shrug-single
Kettlebell Silverback Shrug (Single),https://musclewiki.com/kettlebells/female/traps-middle/kettlebell-silverback-shrug-single,kettlebells,female,traps-middle,kettlebell-silverback-shrug-single,side,kettlebells|traps-middle|kettlebell-silverback-shrug-single
Kettlebell Incline Shrug,https://musclewiki.com/kettlebells/male/traps-middle/kettlebell-incline-shrug,kettlebells,male,traps-middle,kettlebell-incline-shrug,front,kettlebells|traps-middle|kettlebell-incline-shrug
Kettlebell Incline Shrug,https://musclewiki.com/kettlebells/male/traps-middle/kettlebell-incline-shrug,kettlebells,male,traps-middle,kettlebell-incline-shrug,side,kettlebells|traps-middle|kettlebell-incline-shrug
Kettlebell Incline Shrug,https://musclewiki.com/kettlebells/female/traps-middle/kettlebell-incline-shrug,kettlebells,female,traps-middle,kettlebell-incline-shrug,front,kettlebells|traps-middle|kettlebell-incline-shrug
Kettlebell Incline Shrug,https://musclewiki.com/kettlebells/female/traps-middle/kettlebell-incline-shrug,kettlebells,female,traps-middle,kettlebell-incline-shrug,side,kettlebells|traps-middle|kettlebell-incline-shrug
Kettlebell Silverback Shrug,https://musclewiki.com/kettlebells/male/traps-middle/kettlebell-silverback-shrug,kettlebells,male,traps-middle,kettlebell-silverback-shrug,front,kettlebells|traps-middle|kettlebell-silverback-shrug
Kettlebell Silverback Shrug,https://musclewiki.com/kettlebells/male/traps-middle/kettlebell-silverback-shrug,kettlebells,male,traps-middle,kettlebell-silverback-shrug,side,kettlebells|traps-middle|kettlebell-silverback-shrug
Kettlebell Silverback Shrug,https://musclewiki.com/kettlebells/female/traps-middle/kettlebell-silverback-shrug,kettlebells,female,traps-middle,kettlebell-silverback-shrug,front,kettlebells|traps-middle|kettlebell-silverback-shrug
Kettlebell Silverback Shrug,https://musclewiki.com/kettlebells/female/traps-middle/kettlebell-silverback-shrug,kettlebells,female,traps-middle,kettlebell-silverback-shrug,side,kettlebells|traps-middle|kettlebell-silverback-shrug
Traps mid back Stretch Variation Two,https://musclewiki.com/stretches/male/traps-middle/traps-mid-back-stretch-variation-two,stretches,male,traps-middle,traps-mid-back-stretch-variation-two,front,stretches|traps-middle|traps-mid-back-stretch-variation-two
Traps mid back Stretch Variation Two,https://musclewiki.com/stretches/male/traps-middle/traps-mid-back-stretch-variation-two,stretches,male,traps-middle,traps-mid-back-stretch-variation-two,side,stretches|traps-middle|traps-mid-back-stretch-variation-two
Traps mid back Stretch Variation Two,https://musclewiki.com/stretches/female/traps-middle/traps-mid-back-stretch-variation-two,stretches,female,traps-middle,traps-mid-back-stretch-variation-two,front,stretches|traps-middle|traps-mid-back-stretch-variation-two
Traps mid back Stretch Variation Two,https://musclewiki.com/stretches/female/traps-middle/traps-mid-back-stretch-variation-two,stretches,female,traps-middle,traps-mid-back-stretch-variation-two,side,stretches|traps-middle|traps-mid-back-stretch-variation-two
Traps mid back Stretch Variation One,https://musclewiki.com/stretches/male/traps-middle/traps-mid-back-stretch-variation-one,stretches,male,traps-middle,traps-mid-back-stretch-variation-one,front,stretches|traps-middle|traps-mid-back-stretch-variation-one
Traps mid back Stretch Variation One,https://musclewiki.com/stretches/male/traps-middle/traps-mid-back-stretch-variation-one,stretches,male,traps-middle,traps-mid-back-stretch-variation-one,side,stretches|traps-middle|traps-mid-back-stretch-variation-one
Traps mid back Stretch Variation One,https://musclewiki.com/stretches/female/traps-middle/traps-mid-back-stretch-variation-one,stretches,female,traps-middle,traps-mid-back-stretch-variation-one,front,stretches|traps-middle|traps-mid-back-stretch-variation-one
Traps mid back Stretch Variation One,https://musclewiki.com/stretches/female/traps-middle/traps-mid-back-stretch-variation-one,stretches,female,traps-middle,traps-mid-back-stretch-variation-one,side,stretches|traps-middle|traps-mid-back-stretch-variation-one
Cable Silverback Shrug,https://musclewiki.com/cables/male/traps-middle/cable-silverback-shrug,cables,male,traps-middle,cable-silverback-shrug,front,cables|traps-middle|cable-silverback-shrug
Cable Silverback Shrug,https://musclewiki.com/cables/male/traps-middle/cable-silverback-shrug,cables,male,traps-middle,cable-silverback-shrug,side,cables|traps-middle|cable-silverback-shrug
Cable Silverback Shrug,https://musclewiki.com/cables/female/traps-middle/cable-silverback-shrug,cables,female,traps-middle,cable-silverback-shrug,front,cables|traps-middle|cable-silverback-shrug
Cable Silverback Shrug,https://musclewiki.com/cables/female/traps-middle/cable-silverback-shrug,cables,female,traps-middle,cable-silverback-shrug,side,cables|traps-middle|cable-silverback-shrug
Cable Single Arm Rear Delt Row,https://musclewiki.com/cables/male/traps-middle/cable-single-arm-rear-delt-row,cables,male,traps-middle,cable-single-arm-rear-delt-row,front,cables|traps-middle|cable-single-arm-rear-delt-row
Cable Single Arm Rear Delt Row,https://musclewiki.com/cables/male/traps-middle/cable-single-arm-rear-delt-row,cables,male,traps-middle,cable-single-arm-rear-delt-row,side,cables|traps-middle|cable-single-arm-rear-delt-row
Cable Single Arm Rear Delt Row,https://musclewiki.com/cables/female/traps-middle/cable-single-arm-rear-delt-row,cables,female,traps-middle,cable-single-arm-rear-delt-row,front,cables|traps-middle|cable-single-arm-rear-delt-row
Cable Single Arm Rear Delt Row,https://musclewiki.com/cables/female/traps-middle/cable-single-arm-rear-delt-row,cables,female,traps-middle,cable-single-arm-rear-delt-row,side,cables|traps-middle|cable-single-arm-rear-delt-row
Band Horizontal Shrug,https://musclewiki.com/band/male/traps-middle/band-horizontal-shrug,band,male,traps-middle,band-horizontal-shrug,front,band|traps-middle|band-horizontal-shrug
Band Horizontal Shrug,https://musclewiki.com/band/male/traps-middle/band-horizontal-shrug,band,male,traps-middle,band-horizontal-shrug,side,band|traps-middle|band-horizontal-shrug
Band Horizontal Shrug,https://musclewiki.com/band/female/traps-middle/band-horizontal-shrug,band,female,traps-middle,band-horizontal-shrug,front,band|traps-middle|band-horizontal-shrug
Band Horizontal Shrug,https://musclewiki.com/band/female/traps-middle/band-horizontal-shrug,band,female,traps-middle,band-horizontal-shrug,side,band|traps-middle|band-horizontal-shrug
Band Pull Apart,https://musclewiki.com/band/male/traps-middle/band-pull-apart,band,male,traps-middle,band-pull-apart,front,band|traps-middle|band-pull-apart
Band Pull Apart,https://musclewiki.com/band/male/traps-middle/band-pull-apart,band,male,traps-middle,band-pull-apart,side,band|traps-middle|band-pull-apart
Band Pull Apart,https://musclewiki.com/band/female/traps-middle/band-pull-apart,band,female,traps-middle,band-pull-apart,front,band|traps-middle|band-pull-apart
Band Pull Apart,https://musclewiki.com/band/female/traps-middle/band-pull-apart,band,female,traps-middle,band-pull-apart,side,band|traps-middle|band-pull-apart
Band High Face Pull,https://musclewiki.com/band/male/traps-middle/band-high-face-pull,band,male,traps-middle,band-high-face-pull,front,band|traps-middle|band-high-face-pull
Band High Face Pull,https://musclewiki.com/band/male/traps-middle/band-high-face-pull,band,male,traps-middle,band-high-face-pull,side,band|traps-middle|band-high-face-pull
Band High Face Pull,https://musclewiki.com/band/female/traps-middle/band-high-face-pull,band,female,traps-middle,band-high-face-pull,front,band|traps-middle|band-high-face-pull
Band High Face Pull,https://musclewiki.com/band/female/traps-middle/band-high-face-pull,band,female,traps-middle,band-high-face-pull,side,band|traps-middle|band-high-face-pull
Band Rear Delt Fly,https://musclewiki.com/band/male/traps-middle/band-rear-delt-fly,band,male,traps-middle,band-rear-delt-fly,front,band|traps-middle|band-rear-delt-fly
Band Rear Delt Fly,https://musclewiki.com/band/male/traps-middle/band-rear-delt-fly,band,male,traps-middle,band-rear-delt-fly,side,band|traps-middle|band-rear-delt-fly
Band Rear Delt Fly,https://musclewiki.com/band/female/traps-middle/band-rear-delt-fly,band,female,traps-middle,band-rear-delt-fly,front,band|traps-middle|band-rear-delt-fly
Band Rear Delt Fly,https://musclewiki.com/band/female/traps-middle/band-rear-delt-fly,band,female,traps-middle,band-rear-delt-fly,side,band|traps-middle|band-rear-delt-fly
Plate Internally Rotated Rear Delt Fly,https://musclewiki.com/plate/male/traps-middle/plate-internally-rotated-rear-delt-fly,plate,male,traps-middle,plate-internally-rotated-rear-delt-fly,front,plate|traps-middle|plate-internally-rotated-rear-delt-fly
Plate Internally Rotated Rear Delt Fly,https://musclewiki.com/plate/male/traps-middle/plate-internally-rotated-rear-delt-fly,plate,male,traps-middle,plate-internally-rotated-rear-delt-fly,side,plate|traps-middle|plate-internally-rotated-rear-delt-fly
Plate Internally Rotated Rear Delt Fly,https://musclewiki.com/plate/female/traps-middle/plate-internally-rotated-rear-delt-fly,plate,female,traps-middle,plate-internally-rotated-rear-delt-fly,front,plate|traps-middle|plate-internally-rotated-rear-delt-fly
Plate Internally Rotated Rear Delt Fly,https://musclewiki.com/plate/female/traps-middle/plate-internally-rotated-rear-delt-fly,plate,female,traps-middle,plate-internally-rotated-rear-delt-fly,side,plate|traps-middle|plate-internally-rotated-rear-delt-fly
Plate Rear Delt Fly,https://musclewiki.com/plate/male/traps-middle/plate-rear-delt-fly,plate,male,traps-middle,plate-rear-delt-fly,front,plate|traps-middle|plate-rear-delt-fly
Plate Rear Delt Fly,https://musclewiki.com/plate/male/traps-middle/plate-rear-delt-fly,plate,male,traps-middle,plate-rear-delt-fly,side,plate|traps-middle|plate-rear-delt-fly
Plate Rear Delt Fly,https://musclewiki.com/plate/female/traps-middle/plate-rear-delt-fly,plate,female,traps-middle,plate-rear-delt-fly,front,plate|traps-middle|plate-rear-delt-fly
Plate Rear Delt Fly,https://musclewiki.com/plate/female/traps-middle/plate-rear-delt-fly,plate,female,traps-middle,plate-rear-delt-fly,side,plate|traps-middle|plate-rear-delt-fly
Plate Weighted Inverted Row,https://musclewiki.com/plate/male/traps-middle/plate-weighted-inverted-row,plate,male,traps-middle,plate-weighted-inverted-row,front,plate|traps-middle|plate-weighted-inverted-row
